방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가,취급액
2019-03-11 23:00,20,100501,201514,노비타 스마트 비데,생활용품,189000.00,25204000.00
2019-03-11 23:20,20,100501,201514,노비타 스마트 비데,생활용품,189000.00,38010000.00
2019-03-11 23:40,20,100501,201514,노비타 스마트 비데,생활용품,189000.00,41684000.00
2019-03-12 0:00,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,13214000.00
2019-03-12 0:00,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,6502000.00
2019-03-12 0:20,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,32106000.00
2019-03-12 0:20,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,19902000.00
2019-03-12 0:40,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,66977000.00
2019-03-12 0:40,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,24358000.00
2019-03-12 1:00,20,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900.00,3998000.00
2019-03-12 1:00,,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900.00,2635000.00
2019-03-12 1:20,20,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900.00,8509000.00
2019-03-12 1:20,,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900.00,6085000.00
2019-03-12 1:40,16,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900.00,6005000.00
2019-03-12 1:40,,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900.00,5487000.00
2019-03-12 6:00,20,100134,200365,까사마루행거 2단,생활용품,39000.00,6543000.00
2019-03-12 6:20,20,100134,200365,까사마루행거 2단,생활용품,39000.00,11437000.00
2019-03-12 6:40,20,100134,200365,까사마루행거 2단,생활용품,39000.00,21585000.00
2019-03-12 7:00,20,100783,202294,엔셀라두스 밴딩팬츠 3종,의류,39000.00,18562000.00
2019-03-12 7:20,20,100783,202294,엔셀라두스 밴딩팬츠 3종,의류,39000.00,21905000.00
2019-03-12 7:40,20,100783,202294,엔셀라두스 밴딩팬츠 3종,의류,39000.00,26049000.00
2019-03-12 8:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800.00,9770000.00
2019-03-12 8:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800.00,16402000.00
2019-03-12 8:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800.00,28284000.00
2019-03-12 9:00,20,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900.00,7126000.00
2019-03-12 9:00,,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900.00,5627000.00
2019-03-12 9:20,20,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900.00,16769000.00
2019-03-12 9:20,,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900.00,13649000.00
2019-03-12 9:40,20,100377,201223,그렉노먼 남성 봄 컬렉션 티셔츠 5종,의류,59900.00,23070000.00
2019-03-12 9:40,,100377,201229,그렉노먼 여성 봄 컬렉션 티셔츠 5종,의류,59900.00,16138000.00
2019-03-12 10:00,20,100153,200535,일시불 LG 퓨리케어 공기청정기 AS281DAW,가전,1059000.00,5417000.00
2019-03-12 10:00,,100153,200467,무이자 LG 퓨리케어 공기청정기 AS281DAW,가전,1149000.00,11731000.00
2019-03-12 10:00,,100153,200534,일시불 LG 퓨리케어 공기청정기 AS181DAW,가전,809000.00,2094000.00
2019-03-12 10:00,,100153,200466,무이자 LG 퓨리케어 공기청정기 AS181DAW,가전,899000.00,50000.00
2019-03-12 10:20,20,100153,200535,일시불 LG 퓨리케어 공기청정기 AS281DAW,가전,1059000.00,21518000.00
2019-03-12 10:20,,100153,200467,무이자 LG 퓨리케어 공기청정기 AS281DAW,가전,1149000.00,46773000.00
2019-03-12 10:20,,100153,200534,일시불 LG 퓨리케어 공기청정기 AS181DAW,가전,809000.00,2094000.00
2019-03-12 10:20,,100153,200466,무이자 LG 퓨리케어 공기청정기 AS181DAW,가전,899000.00,6924000.00
2019-03-12 10:40,20,100153,200535,일시불 LG 퓨리케어 공기청정기 AS281DAW,가전,1059000.00,26911000.00
2019-03-12 10:40,,100153,200467,무이자 LG 퓨리케어 공기청정기 AS281DAW,가전,1149000.00,29290000.00
2019-03-12 10:40,,100153,200534,일시불 LG 퓨리케어 공기청정기 AS181DAW,가전,809000.00,4138000.00
2019-03-12 10:40,,100153,200466,무이자 LG 퓨리케어 공기청정기 AS181DAW,가전,899000.00,4598000.00
2019-03-12 11:00,20,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,289000.00,5881000.00
2019-03-12 11:00,,100765,202235,일시불  린나이 자동불꽃조절 가스레인지 3구,주방,279000.00,50000.00
2019-03-12 11:00,,100765,202227,무이자  린나이 자동불꽃조절 가스레인지 2구,주방,219000.00,7300000.00
2019-03-12 11:00,,100765,202233,일시불  린나이 자동불꽃조절 가스레인지 2구,주방,209000.00,1431000.00
2019-03-12 11:20,20,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,289000.00,5850000.00
2019-03-12 11:20,,100765,202235,일시불  린나이 자동불꽃조절 가스레인지 3구,주방,279000.00,4710000.00
2019-03-12 11:20,,100765,202227,무이자  린나이 자동불꽃조절 가스레인지 2구,주방,219000.00,2981000.00
2019-03-12 11:20,,100765,202233,일시불  린나이 자동불꽃조절 가스레인지 2구,주방,209000.00,4914000.00
2019-03-12 11:40,20,100765,202231,무이자 린나이 자동불꽃조절 가스레인지 3구,주방,289000.00,3916000.00
2019-03-12 11:40,,100765,202235,일시불  린나이 자동불꽃조절 가스레인지 3구,주방,279000.00,9402000.00
2019-03-12 11:40,,100765,202227,무이자  린나이 자동불꽃조절 가스레인지 2구,주방,219000.00,6606000.00
2019-03-12 11:40,,100765,202233,일시불  린나이 자동불꽃조절 가스레인지 2구,주방,209000.00,4883000.00
2019-03-12 12:00,20,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900.00,20618000.00
2019-03-12 12:20,20,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900.00,34462000.00
2019-03-12 12:40,20,100080,200219,아키 풀커버 라이크라 레이스 패키지(106차),속옷,89900.00,51803000.00
2019-03-12 13:00,20,100330,201038,LG생활건강 테크 한장빨래 화이트업(30매X9박스),생활용품,59800.00,20925000.00
2019-03-12 13:20,20,100330,201038,LG생활건강 테크 한장빨래 화이트업(30매X9박스),생활용품,59800.00,33378000.00
2019-03-12 13:40,20,100330,201038,LG생활건강 테크 한장빨래 화이트업(30매X9박스),생활용품,59800.00,31632000.00
2019-03-12 14:00,20,100070,200191,칼리베이직 여성백 3종세트,잡화,39900.00,15529000.00
2019-03-12 14:20,20,100070,200191,칼리베이직 여성백 3종세트,잡화,39900.00,40010000.00
2019-03-12 14:40,20,100070,200191,칼리베이직 여성백 3종세트,잡화,39900.00,51500000.00
2019-03-12 15:00,20,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900.00,14302000.00
2019-03-12 15:20,20,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900.00,28608000.00
2019-03-12 15:40,20,100780,202280,쿠미투니카 퍼펙트클린 레이스 브라팬티,속옷,109900.00,38002000.00
2019-03-12 16:00,20,100253,200864,안동간고등어 20팩,농수축,30900.00,31067000.00
2019-03-12 16:20,20,100253,200864,안동간고등어 20팩,농수축,30900.00,39799000.00
2019-03-12 16:40,20,100253,200864,안동간고등어 20팩,농수축,30900.00,57664000.00
2019-03-12 17:00,20,100452,201395,NNF SS트레이닝 세트,의류,49000.00,16290000.00
2019-03-12 17:20,20,100452,201395,NNF SS트레이닝 세트,의류,49000.00,45484000.00
2019-03-12 17:40,20,100452,201395,NNF SS트레이닝 세트,의류,49000.00,53202000.00
2019-03-12 18:00,20,100832,202445,청정수산 완도활전복 大사이즈 20미,농수축,59900.00,25287000.00
2019-03-12 18:20,20,100832,202445,청정수산 완도활전복 大사이즈 20미,농수축,59900.00,37936000.00
2019-03-12 18:40,20,100832,202445,청정수산 완도활전복 大사이즈 20미,농수축,59900.00,48620000.00
2019-03-12 19:00,20,100322,201480,국내산 손질갑오징어 9팩,농수축,49900.00,8901000.00
2019-03-12 19:00,,100322,201482,국내산 특大손질갑오징어 6팩,농수축,49900.00,9570000.00
2019-03-12 19:20,20,100322,201480,국내산 손질갑오징어 9팩,농수축,49900.00,17237000.00
2019-03-12 19:20,,100322,201482,국내산 특大손질갑오징어 6팩,농수축,49900.00,15178000.00
2019-03-12 19:40,20,100322,201480,국내산 손질갑오징어 9팩,농수축,49900.00,16813000.00
2019-03-12 19:40,,100322,201482,국내산 특大손질갑오징어 6팩,농수축,49900.00,13110000.00
2019-03-12 20:00,20,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000.00,6426000.00
2019-03-12 20:00,,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000.00,2859000.00
2019-03-12 20:00,,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000.00,2857000.00
2019-03-12 20:00,,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000.00,3113000.00
2019-03-12 20:00,,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000.00,3113000.00
2019-03-12 20:00,,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000.00,3369000.00
2019-03-12 20:20,20,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000.00,16628000.00
2019-03-12 20:20,,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000.00,4260000.00
2019-03-12 20:20,,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000.00,8472000.00
2019-03-12 20:20,,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000.00,3115000.00
2019-03-12 20:20,,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000.00,6180000.00
2019-03-12 20:20,,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000.00,3371000.00
2019-03-12 20:40,20,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000.00,30658000.00
2019-03-12 20:40,,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000.00,11284000.00
2019-03-12 20:40,,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000.00,9883000.00
2019-03-12 20:40,,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000.00,4644000.00
2019-03-12 20:40,,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000.00,15368000.00
2019-03-12 20:40,,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000.00,1712000.00
2019-03-12 21:00,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,25605000.00
2019-03-12 21:00,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,14575000.00
2019-03-12 21:20,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,79899000.00
2019-03-12 21:20,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,37635000.00
2019-03-12 21:40,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,80517000.00
2019-03-12 21:40,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,59404000.00
2019-03-12 22:00,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000.00,23476000.00
2019-03-12 22:00,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000.00,21525000.00
2019-03-12 22:20,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000.00,31285000.00
2019-03-12 22:20,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000.00,8668000.00
2019-03-12 22:40,20,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000.00,66424000.00
2019-03-12 22:40,,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000.00,47324000.00
2019-03-12 23:00,20,100377,201221,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,의류,49900.00,8320000.00
2019-03-12 23:00,,100377,201227,그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,의류,49900.00,25229000.00
2019-03-12 23:20,20,100377,201221,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,의류,49900.00,10940000.00
2019-03-12 23:20,,100377,201227,그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,의류,49900.00,19858000.00
2019-03-12 23:40,20,100377,201221,그렉노먼 남성 디보티 컬렉션 트렌치코트 1종,의류,49900.00,20656000.00
2019-03-12 23:40,,100377,201227,그렉노먼 여성 디보티 컬렉션 트렌치코트 1종,의류,49900.00,30446000.00
2019-03-13 0:00,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000.00,15038000.00
2019-03-13 0:00,,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000.00,50000.00
2019-03-13 0:00,,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000.00,50000.00
2019-03-13 0:00,,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000.00,50000.00
2019-03-13 0:20,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000.00,35010000.00
2019-03-13 0:20,,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000.00,1862000.00
2019-03-13 0:20,,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000.00,2995000.00
2019-03-13 0:20,,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000.00,1673000.00
2019-03-13 0:40,20,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000.00,26460000.00
2019-03-13 0:40,,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000.00,12404000.00
2019-03-13 0:40,,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000.00,1522000.00
2019-03-13 0:40,,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000.00,50000.00
2019-03-13 1:00,20,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000.00,3397000.00
2019-03-13 1:00,,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000.00,4876000.00
2019-03-13 1:20,20,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000.00,9603000.00
2019-03-13 1:20,,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000.00,7253000.00
2019-03-13 1:40,16,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000.00,9229000.00
2019-03-13 1:40,,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000.00,6750000.00
2019-03-13 6:00,20,100781,202283,에펨 남성 NEW컴포트 캐쥬얼슈즈,잡화,39800.00,2807000.00
2019-03-13 6:00,,100781,202288,에펨 여성 NEW컴포트 캐쥬얼슈즈,잡화,39800.00,5444000.00
2019-03-13 6:20,20,100781,202283,에펨 남성 NEW컴포트 캐쥬얼슈즈,잡화,39800.00,4458000.00
2019-03-13 6:20,,100781,202288,에펨 여성 NEW컴포트 캐쥬얼슈즈,잡화,39800.00,8541000.00
2019-03-13 6:40,20,100781,202283,에펨 남성 NEW컴포트 캐쥬얼슈즈,잡화,39800.00,5755000.00
2019-03-13 6:40,,100781,202288,에펨 여성 NEW컴포트 캐쥬얼슈즈,잡화,39800.00,13527000.00
2019-03-13 7:00,20,100309,200992,닥터 슈퍼 루테인,건강기능,59900.00,17992000.00
2019-03-13 7:20,20,100309,200992,닥터 슈퍼 루테인,건강기능,59900.00,28882000.00
2019-03-13 7:40,20,100309,200992,닥터 슈퍼 루테인,건강기능,59900.00,42557000.00
2019-03-13 8:00,20,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,218000.00,4066000.00
2019-03-13 8:00,,100837,202478,일시불 쿠쿠전기밥솥 10인용,주방,208000.00,2348000.00
2019-03-13 8:00,,100837,202468,무이자 쿠쿠전기밥솥 6인용,주방,208000.00,50000.00
2019-03-13 8:00,,100837,202471,일시불  쿠쿠전기밥솥 6인용,주방,198000.00,778000.00
2019-03-13 8:20,20,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,218000.00,9683000.00
2019-03-13 8:20,,100837,202478,일시불 쿠쿠전기밥솥 10인용,주방,208000.00,12299000.00
2019-03-13 8:20,,100837,202468,무이자 쿠쿠전기밥솥 6인용,주방,208000.00,1583000.00
2019-03-13 8:20,,100837,202471,일시불  쿠쿠전기밥솥 6인용,주방,198000.00,2245000.00
2019-03-13 8:40,20,100837,202465,무이자 쿠쿠전기밥솥 10인용,주방,218000.00,20919000.00
2019-03-13 8:40,,100837,202478,일시불 쿠쿠전기밥솥 10인용,주방,208000.00,7710000.00
2019-03-13 8:40,,100837,202468,무이자 쿠쿠전기밥솥 6인용,주방,208000.00,3885000.00
2019-03-13 8:40,,100837,202471,일시불  쿠쿠전기밥솥 6인용,주방,198000.00,5153000.00
2019-03-13 9:00,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000.00,19051000.00
2019-03-13 9:20,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000.00,39511000.00
2019-03-13 9:40,20,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000.00,53581000.00
2019-03-13 10:00,20,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000.00,7181000.00
2019-03-13 10:00,,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000.00,5077000.00
2019-03-13 10:20,20,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000.00,18257000.00
2019-03-13 10:20,,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000.00,14984000.00
2019-03-13 10:40,20,100089,200246,헤비추얼 여성 이지라이프 데님팬츠 3종,의류,59000.00,21320000.00
2019-03-13 10:40,,100089,200242,헤비추얼 남성 이지라이프 데님팬츠 3종,의류,59000.00,18712000.00
2019-03-13 11:00,20,100070,200191,칼리베이직 여성백 3종세트,잡화,39900.00,21215000.00
2019-03-13 11:20,20,100070,200191,칼리베이직 여성백 3종세트,잡화,39900.00,40127000.00
2019-03-13 11:40,20,100070,200191,칼리베이직 여성백 3종세트,잡화,39900.00,42754000.00
2019-03-13 12:00,20,100807,202373,굿프렌드 굿터치클리너 1+1,생활용품,39900.00,7739000.00
2019-03-13 12:00,,100807,202372,굿프렌드 굿터치클리너,생활용품,29900.00,1773000.00
2019-03-13 12:20,20,100807,202373,굿프렌드 굿터치클리너 1+1,생활용품,39900.00,15552000.00
2019-03-13 12:20,,100807,202372,굿프렌드 굿터치클리너,생활용품,29900.00,2827000.00
2019-03-13 12:40,20,100807,202373,굿프렌드 굿터치클리너 1+1,생활용품,39900.00,26239000.00
2019-03-13 12:40,,100807,202372,굿프렌드 굿터치클리너,생활용품,29900.00,4046000.00
2019-03-13 13:00,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,20030000.00
2019-03-13 13:00,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,1165000.00
2019-03-13 13:20,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,39879000.00
2019-03-13 13:20,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,19138000.00
2019-03-13 13:40,20,100271,200889,헤스티지 그레이스 양가죽 코트,의류,199000.00,61707000.00
2019-03-13 13:40,,100270,200892,헤스티지 마론 양가죽 남성집업재킷,의류,199000.00,19764000.00
2019-03-13 14:00,20,100127,200341,뱅뱅 남성 봄 데님팬츠 3종,의류,69900.00,5239000.00
2019-03-13 14:00,,100127,200352,뱅뱅 여성 봄 데님팬츠 3종,의류,69900.00,9114000.00
2019-03-13 14:20,20,100127,200341,뱅뱅 남성 봄 데님팬츠 3종,의류,69900.00,13678000.00
2019-03-13 14:20,,100127,200352,뱅뱅 여성 봄 데님팬츠 3종,의류,69900.00,17284000.00
2019-03-13 14:40,20,100127,200341,뱅뱅 남성 봄 데님팬츠 3종,의류,69900.00,14792000.00
2019-03-13 14:40,,100127,200352,뱅뱅 여성 봄 데님팬츠 3종,의류,69900.00,22143000.00
2019-03-13 15:00,20,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000.00,11827000.00
2019-03-13 15:00,,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,59000.00,9350000.00
2019-03-13 15:20,20,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000.00,19182000.00
2019-03-13 15:20,,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,59000.00,17526000.00
2019-03-13 15:40,20,100613,201872,푸마 드라이셀 쉐이핑 레깅스 3종,속옷,59000.00,24854000.00
2019-03-13 15:40,,100613,201876,푸마 드라이셀 치마레깅스 3종,속옷,59000.00,19467000.00
2019-03-13 16:00,20,100435,201349,우리바다 손질왕꼬막 20팩,농수축,39900.00,24006000.00
2019-03-13 16:20,20,100435,201349,우리바다 손질왕꼬막 20팩,농수축,39900.00,36647000.00
2019-03-13 16:40,20,100435,201349,우리바다 손질왕꼬막 20팩,농수축,39900.00,54077000.00
2019-03-13 17:00,20,100770,202250,무이자 에지리 스텐큐브 프라이팬,주방,179000.00,14225000.00
2019-03-13 17:00,,100770,202255,일시불 에지리 스텐큐브 프라이팬,주방,171000.00,7247000.00
2019-03-13 17:20,20,100770,202250,무이자 에지리 스텐큐브 프라이팬,주방,179000.00,34253000.00
2019-03-13 17:20,,100770,202255,일시불 에지리 스텐큐브 프라이팬,주방,171000.00,23249000.00
2019-03-13 17:40,20,100770,202250,무이자 에지리 스텐큐브 프라이팬,주방,179000.00,49732000.00
2019-03-13 17:40,,100770,202255,일시불 에지리 스텐큐브 프라이팬,주방,171000.00,23195000.00
2019-03-13 18:00,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900.00,26198000.00
2019-03-13 18:20,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900.00,42568000.00
2019-03-13 18:40,20,100841,202484,옛날 그 쥐포 110장 (11팩),농수축,32900.00,47844000.00
2019-03-13 19:00,20,100346,201076,테이트 여성 SS 트렌치재킷,의류,69900.00,11283000.00
2019-03-13 19:00,,100346,201069,테이트 남성 SS 트렌치재킷,의류,69900.00,3698000.00
2019-03-13 19:20,20,100346,201076,테이트 여성 SS 트렌치재킷,의류,69900.00,25085000.00
2019-03-13 19:20,,100346,201069,테이트 남성 SS 트렌치재킷,의류,69900.00,8717000.00
2019-03-13 19:40,20,100346,201076,테이트 여성 SS 트렌치재킷,의류,69900.00,30486000.00
2019-03-13 19:40,,100346,201069,테이트 남성 SS 트렌치재킷,의류,69900.00,13652000.00
2019-03-13 20:00,20,100635,201945,바로바로 무선청소기,생활용품,89000.00,13842000.00
2019-03-13 20:20,20,100635,201945,바로바로 무선청소기,생활용품,89000.00,37692000.00
2019-03-13 20:40,20,100635,201945,바로바로 무선청소기,생활용품,89000.00,48496000.00
2019-03-13 21:00,20,100575,201737,일시불 삼성 UHD TV UN55NU7010FXKR,가전,1000000.00,6065000.00
2019-03-13 21:00,,100575,201684,무이자 삼성 UHD TV UN55NU7010FXKR,가전,1080000.00,3300000.00
2019-03-13 21:00,,100575,201741,일시불 삼성 UHD TV UN65NU7010FXKR,가전,1700000.00,20616000.00
2019-03-13 21:00,,100575,201687,무이자 삼성 UHD TV UN65NU7010FXKR,가전,1800000.00,16393000.00
2019-03-13 21:00,,100575,201745,일시불 삼성 UHD TV UN75NU7010FXKR,가전,2700000.00,50000.00
2019-03-13 21:00,,100575,201691,무이자 삼성 UHD TV UN75NU7010FXKR,가전,2880000.00,50000.00
2019-03-13 21:20,20,100575,201737,일시불 삼성 UHD TV UN55NU7010FXKR,가전,1000000.00,24170000.00
2019-03-13 21:20,,100575,201684,무이자 삼성 UHD TV UN55NU7010FXKR,가전,1080000.00,9801000.00
2019-03-13 21:20,,100575,201741,일시불 삼성 UHD TV UN65NU7010FXKR,가전,1700000.00,15451000.00
2019-03-13 21:20,,100575,201687,무이자 삼성 UHD TV UN65NU7010FXKR,가전,1800000.00,5488000.00
2019-03-13 21:20,,100575,201745,일시불 삼성 UHD TV UN75NU7010FXKR,가전,2700000.00,50000.00
2019-03-13 21:20,,100575,201691,무이자 삼성 UHD TV UN75NU7010FXKR,가전,2880000.00,8768000.00
2019-03-13 21:40,20,100575,201737,일시불 삼성 UHD TV UN55NU7010FXKR,가전,1000000.00,21132000.00
2019-03-13 21:40,,100575,201684,무이자 삼성 UHD TV UN55NU7010FXKR,가전,1080000.00,22833000.00
2019-03-13 21:40,,100575,201741,일시불 삼성 UHD TV UN65NU7010FXKR,가전,1700000.00,15482000.00
2019-03-13 21:40,,100575,201687,무이자 삼성 UHD TV UN65NU7010FXKR,가전,1800000.00,32797000.00
2019-03-13 21:40,,100575,201745,일시불 삼성 UHD TV UN75NU7010FXKR,가전,2700000.00,50000.00
2019-03-13 21:40,,100575,201691,무이자 삼성 UHD TV UN75NU7010FXKR,가전,2880000.00,17487000.00
2019-03-13 22:00,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000.00,8970000.00
2019-03-13 22:00,,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000.00,11410000.00
2019-03-13 22:00,,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000.00,12361000.00
2019-03-13 22:20,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000.00,35730000.00
2019-03-13 22:20,,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000.00,17895000.00
2019-03-13 22:20,,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000.00,31717000.00
2019-03-13 22:40,20,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000.00,38721000.00
2019-03-13 22:40,,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000.00,32513000.00
2019-03-13 22:40,,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000.00,26424000.00
2019-03-13 23:00,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000.00,28361000.00
2019-03-13 23:00,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000.00,14258000.00
2019-03-13 23:20,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000.00,34050000.00
2019-03-13 23:20,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000.00,17482000.00
2019-03-13 23:40,20,100150,200533,일시불 LG 통돌이 세탁기,가전,439000.00,21292000.00
2019-03-13 23:40,,100150,200465,무이자 LG 통돌이 세탁기,가전,489000.00,18995000.00
2019-03-14 0:00,30,100090,200247,헤비추얼 여성 트렌치 맥코트,의류,49000.00,25055000.00
2019-03-14 0:00,,100090,200243,헤비추얼 남성 트렌치 맥코트,의류,49000.00,15065000.00
2019-03-14 0:30,30,100090,200247,헤비추얼 여성 트렌치 맥코트,의류,49000.00,49493000.00
